delta,average_time_ms,average_swaps,average_hadamard,average_first_vector_norm
0,50,5,087682,13,1800,0,5820192942,64,744043
0,75,11,630629,82,1000,0,5772207485,60,682555
0,90,21,261431,217,4800,0,5908163900,54,580847
0,95,26,664757,298,6400,0,5912064172,54,808979
0,99,30,536134,369,0200,0,5977711607,54,277165
